,tweet_id,airline_sentiment,text
9276,570012047917907969,negative,"@USAirways Yes, ground crew finally showed up so plane could depart very Late Flight."
9282,570009129579900928,negative,@USAirways is anything being done to make Flight Attendants aware of AA member benefits? Embarrassing being argued with. Just happened.
9284,570007761355980800,negative,"@USAirways @Gregm528 well there is certainly nothing happening ""in front"" of the scenes. #Noaccountability  #disappointing"
9285,570007297927221249,negative,@USAirways 4 hours on tarmac in Charleston and still can't get a response after a week. Unacceptable
9288,570004421352001536,negative,@USAirways  I will never fly us airways again.
9291,570001283907768320,negative,@USAirways so I get bumped to the 6pm to Birmingham which is now delayed because the pilots scheduled don't have enough hours together. Fail
9294,570000520083075072,negative,@USAirways horrible travel day w/ your airlines. My 2:20 flight to Birmingham was Cancelled Flightled w/ no notification so I couldn't get on the 4:05
9297,569997350493663233,negative,@USAirways 24 hrs of traveling and this just welcomes u back home to the US. 4 hr layover and I get to watch it going to wrong destination.
9298,569996446348517376,negative,@USAirways it is really embarrassing when asking for complimentary drink/snack detailed here: https://t.co/9zA6xb1h89 &amp; being argued with.
9299,569993444342534144,negative,@USAirways I am so disappointed with the service I received with you on my travels to NC these past few days .. you lost my baggage twice.
9301,569992662779961344,negative,.@USAirways Have you just given up?
9302,569992620744708096,negative,.@USAirways and then you said I could move my Thursday flight for free if I CALL A NUMBER. And then you HANG UP ON ME.
9303,569992532123258881,negative,@USAirways Are you not even going to acknowledge that you bumped me from a flight (NOT BECAUSE OF WEATHER I AM IN ARIZONA)
9304,569992414653362176,negative,"@USAirways Your ""moveup"" policy really sucks. United has a 24 hour policy for this with status. I was wanting to move up from 5am to 7am..."
9305,569992362728005632,positive,Great management of @USAirways twitter account. Thank you.
9306,569992234801737728,negative,@USAirways why is it impossible to change / buy preferred seats via your app?
9310,569989745503297536,negative,@USAirways why are your customer service department so intent on ignoring my emails and queries? #badservice #usairways
9312,569989043456380928,negative,@USAirways your airway is a joke. I have never dealt with worse service
9313,569988987420434432,negative,@USAirways great. I just called your fucking phone number and she hung up on me
9314,569987511830904832,positive,@USAirways IT HAS BEEN FOUND THANK YOU
9315,569987452334690305,negative,@USAirways @hhagerty that's a lie.
9317,569986794797842433,negative,@USAirways your customer service # has a recording that says we are to busy to assist and hangs up. Great touch. #poorservice @GMA @CBSNews
9318,569986344484794369,negative,@USAirways your lack of customer service has shined. I need you to step up and get my lost baggage to delta. So they can return it to me.
9319,569985838689456128,negative,"@USAirways do you operate ANY flights without maintenance issues? Flights in/out of DCA Cancelled Flighted, this is getting old. Update fleet pls!"
9320,569985813712392194,negative,@USAirways And you took away my 1st class seat.  Love being a Chairman Preferred and assigned row 24 seat B middle seat
9321,569985760482365440,negative,@USAirways patience is what my connecting flight will need. Why do you guys do this to me every time I travel? Every. Single. Time.
9322,569985288992264192,negative,@USAirways PLANS CHANGED! IS THAT WHAT U CALL NOT BEIN ABLE 2 PARK ON TIME PLANES W A 2 HR LAYOVER N B ABLE 2 MAKE UR CONNECTION! #seriously
9323,569985270415818752,negative,@USAirways I have a receipt but no conf # for a Thur flight. When I call for help I was literally hung up on b/c of wait times. Help!
9325,569984789798899712,positive,@USAirways THANK YOU for resolving the issue. On direct flight to sfo from @united
9326,569984789673078785,negative,@USAirways would help if you flew bigger planes into TLH. All my team mates made it to the training but me.
9328,569984162377003008,negative,@USAirways no I am trying to get on a plane from Phx to RNO and the gate is saying the flight was downgraded.
9329,569983587572789248,negative,@USAirways She was put on hold on that number for a loooooong time too.  No help. #lostandforgotten
9330,569982742198251520,negative,@USAirways I have never had a more unpleasant travel experience in my life. Now I might not get on my flight till tomorrow? This is insane
9334,569980771424976896,negative,@USAirways ticket counter people here are not helping and just want to charge more money even after this horrible day.
9335,569980561344897024,negative,@USAirways - HA! flight to CTL delayed! Going to miss connection. Can you please transfer me to another airline asap? http://t.co/1XdLbiBClP
9336,569978187465166848,positive,"@USAirways thanks for the reply. On a good note, the pilot nailed the landing. Seriously. Kudos."
9337,569977263191662595,negative,@USAirways on 5:55 flight to CTL to catch 8pm flight to sfo. But empty seats on 4:15 flight which wasn't offered.  Awful service continues.
9338,569976848786034688,negative,@USAirways I have to fly back to Charlotte out of a different airport. You guys are not very flexible like other airlines.
9339,569976124278640640,negative,"@USAirways I checked in ""Standby for 1st Class"" only to find I am ""not on the list"". This merger is a pain."
9340,569975515974656000,positive,@USAirways 4 great flights with no delays! Thank you!
9341,569975508756267008,negative,@USAirways been on hold for 45 minutes. Is there a better time to call? This is getting ridiculous
9342,569973204263034880,negative,@USAirways Your exchange/credit policies are worthless and shadier than the White House. Dissatisfied to the nines right now.
9343,569972804822704128,negative,@USAirways honest question - how is a 1-way ticket from Charlotte (your hub) to LAX (2nd biggest city in USA) almost $600?????
9346,569972250385862656,negative,@USAirways only happened because u couldn't get us home the next day. #flydelta #flysouthwest #flyjetblue #theyareallbetter #stillnobags
9347,569971550008573953,negative,@USAirways I will never fly @USAirways again
9349,569971374820884481,negative,@USAirways OFFERING to give up my bag which you usually have to force passengers to do. I am in a state of shock.
9350,569971233351213056,negative,@USAirways power trip. I felt completely threatened and unsafe and I am so angry. Derrick Bussey.  DCA. Would like to reiterate that I was
9351,569970977368645632,negative,@USAirways thank you for putting me on a flight that will be leaving Late Flightr than the original flight I was booked on.
9355,569970608693493760,negative,"@USAirways even if I was the single most unreasonable human being on planet earth, there is no excuse for his treatment of me."
9356,569970518381744128,negative,@USAirways you are supposed to be in the business of belong customers; not humiliating them
9357,569970287493705728,negative,@USAirways this is no way to treat women.  I want someone to contact me and explain how they will make this acceptable.
9358,569970186431959040,negative,@USAirways citizen. I fly your airline constantly and am so offended.  Derrick Bussey. Now Im crying on this airplane because I'm so upset
9359,569970117154484224,negative,@USAirways @united really know how to leave someone stranded after a funeral. Props to you guys. Really making this the perfect Monday.
9360,569969714245431296,negative,@USAirways we had a friend there telling the gate attendant and the stewardess what was going on #notourfaultyoudontuseyourgatesright
9363,569969218306904067,negative,@USAirways the jetway because he felt I was disrespectful. I have never been treated this way particularly when I was trying to be a good c
9364,569969062228439040,negative,@USAirways with such disrespect I cannot even begin to explain. He has an issue with women and he literally yelled at me and pulled me off
9365,569969045946175490,negative,@USAirways what happens if it isn't located
9366,569968886227050496,negative,@USAirways I want to speak with someone immediately. I am shaking with rage. I offered to hate check my bag and Derrick bussey treated me
